Age,Gender,Education Level,Job Title,Years of Experience,Salary
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
23,0,1,Data Analyst,1,90000.0
27,1,2,Data Scientist,4,150000.0
32,0,1,Software Engineer,8,190000.0
24,1,1,Product Manager,3,125000.0
25,0,1,Data Analyst,2,110000.0
31,0,2,Data Scientist,7,180000.0
28,0,1,Software Engineer,5,160000.0
33,1,2,Product Manager,10,195000.0
26,0,1,Data Analyst,3,130000.0
30,1,3,Data Scientist,6,170000.0
27,0,1,Software Engineer,4,140000.0
34,1,2,Product Manager,11,196000.0
23,0,1,Data Analyst,1,92000.0
32,1,3,Data Scientist,9,195000.0
29,0,1,Software Engineer,6,170000.0
30,1,1,Product Manager,5,160000.0
26,0,1,Data Analyst,3,135000.0
31,1,2,Data Scientist,6,180000.0
28,0,1,Software Engineer,5,165000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,95000.0
30,1,3,Data Scientist,7,185000.0
27,0,1,Software Engineer,4,140000.0
34,1,2,Product Manager,12,196000.0
25,0,1,Data Analyst,2,115000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
27,1,1,Product Manager,4,150000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
33,0,2,Product Manager,11,198000.0
26,1,1,Data Analyst,3,130000.0
30,0,3,Data Scientist,7,185000.0
27,1,1,Software Engineer,4,140000.0
34,0,2,Product Manager,12,196000.0
25,1,1,Data Analyst,2,110000.0
32,0,1,Software Engineer,8,190000.0
29,1,2,Data Scientist,6,180000.0
30,0,1,Data Analyst,5,160000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
31,1,3,Data Scientist,9,195000.0
28,0,1,Software Engineer,5,160000.0
27,1,1,Product Manager,4,150000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
25,0,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
27,0,1,Software Engineer,4,140000.0
34,1,2,Product Manager,12,196000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
25,0,1,Data Analyst,3,135000.0
32,0,1,Software Engineer,8,190000.0
29,1,2,Data Scientist,6,180000.0
30,0,1,Data Analyst,5,160000.0
24,0,1,Data Analyst,1,95000.0
33,1,2,Product Manager,11,196000.0
27,0,1,Software Engineer,4,140000.0
26,0,1,Data Analyst,3,130000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,1,1,Data Analyst,3,130000.0
30,0,3,Data Scientist,7,185000.0
27,1,1,Product Manager,4,150000.0
24,0,1,Data Analyst,1,90000.0
33,0,2,Product Manager,11,198000.0
25,0,1,Data Analyst,2,115000.0
28,0,1,Software Engineer,5,165000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
27,0,1,Software Engineer,4,140000.0
31,1,2,Data Scientist,6,180000.0
30,0,1,Data Analyst,5,160000.0
24,0,1,Data Analyst,1,92000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
25,0,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
27,0,1,Software Engineer,4,140000.0
34,1,2,Product Manager,12,196000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
31,0,1,Data Analyst,9,195000.0
28,1,1,Software Engineer,5,160000.0
26,0,1,Data Analyst,3,130000.0
29,1,2,Data Scientist,6,180000.0
32,0,1,Software Engineer,8,190000.0
33,1,2,Product Manager,11,198000.0
24,0,1,Data Analyst,1,90000.0
27,0,1,Software Engineer,4,140000.0
25,1,1,Data Analyst,2,110000.0
30,1,3,Data Scientist,7,185000.0
32,0,1,Data Analyst,5,135000.0
27,1,2,Data Scientist,3,180000.0
40,0,1,Software Engineer,12,195000.0
35,1,1,Product Manager,8,165000.0
43,0,2,Data Scientist,15,198000.0
29,1,1,Software Engineer,4,150000.0
36,0,1,Data Analyst,9,162000.0
31,0,2,Data Scientist,6,175000.0
42,1,1,Software Engineer,13,197000.0
33,0,1,Data Analyst,7,142000.0
29,1,2,Data Scientist,4,182000.0
41,0,1,Software Engineer,11,185000.0
35,1,1,Product Manager,8,170000.0
27,0,1,Software Engineer,4,160000.0
32,0,1,Data Scientist,8,180000.0
29,1,2,Data Analyst,6,150000.0
30,0,1,Data Analyst,5,140000.0
24,0,1,Data Analyst,2,100000.0
33,1,2,Product Manager,11,190000.0
27,0,1,Software Engineer,4,160000.0
26,0,1,Data Analyst,3,120000.0
30,1,3,Data Scientist,7,170000.0
31,0,1,Data Analyst,9,190000.0
28,1,1,Software Engineer,5,150000.0
26,1,1,Data Analyst,3,120000.0
30,0,3,Data Scientist,7,170000.0
27,1,1,Product Manager,4,130000.0
24,0,1,Data Analyst,2,95000.0
33,0,2,Product Manager,11,195000.0
25,0,1,Data Analyst,2,100000.0
28,0,1,Software Engineer,5,150000.0
26,0,1,Data Analyst,3,120000.0
29,1,2,Data Scientist,6,150000.0
32,0,1,Data Scientist,8,180000.0
33,1,2,Product Manager,11,195000.0
27,0,1,Software Engineer,4,160000.0
31,1,2,Data Scientist,6,170000.0
30,0,1,Data Analyst,5,140000.0
24,0,1,Data Analyst,2,95000.0
28,1,1,Software Engineer,5,150000.0
26,0,1,Data Analyst,3,120000.0
32,0,1,Software Engineer,8,180000.0
33,1,2,Product Manager,11,195000.0
25,0,1,Data Analyst,2,100000.0
30,1,3,Data Scientist,7,170000.0
27,0,1,Software Engineer,4,160000.0
34,1,2,Product Manager,12,190000.0
31,0,1,Data Analyst,9,190000.0
28,1,1,Software Engineer,5,150000.0
26,0,1,Data Analyst,3,120000.0
29,1,2,Data Scientist,6,150000.0
32,0,1,Software Engineer,8,180000.0
33,1,2,Product Manager,11,195000.0
24,0,1,Data Analyst,2,95000.0
27,0,1,Software Engineer,4,160000.0
25,1,1,Data Analyst,2,100000.0
30,1,3,Data Scientist,7,170000.0
31,0,1,Data Analyst,9,190000.0
28,1,1,Software Engineer,5,150000.0
26,0,1,Data Analyst,3,120000.0
29,1,2,Data Scientist,6,150000.0
32,0,1,Software Engineer,8,180000.0
33,1,2,Product Manager,11,195000.0
24,0,1,Data Analyst,2,95000.0
27,0,1,Software Engineer,4,160000.0
25,1,1,Data Analyst,2,100000.0
30,1,3,Data Scientist,7,170000.0
31,0,1,Data Analyst,9,190000.0
28,1,1,Software Engineer,5,150000.0
26,0,1,Data Analyst,3,120000.0
29,1,2,Data Scientist,6,150000.0
32,0,1,Software Engineer,8,180000.0
33,1,2,Product Manager,11,195000.0
24,0,1,Data Analyst,2,95000.0
27,0,1,Software Engineer,4,160000.0
25,1,1,Data Analyst,2,100000.0
30,1,3,Data Scientist,7,170000.0
31,0,1,Data Analyst,9,190000.0
28,1,1,Software Engineer,5,150000.0
26,0,1,Data Analyst,3,120000.0
29,1,2,Data Scientist,6,150000.0
32,0,1,Software Engineer,8,180000.0
33,1,2,Product Manager,11,195000.0
24,0,1,Data Analyst,2,95000.0
27,0,1,Software Engineer,4,160000.0
25,1,1,Data Analyst,2,100000.0
30,1,3,Data Scientist,7,170000.0
31,0,1,Data Analyst,9,190000.0
28,1,1,Software Engineer,5,150000.0
26,0,1,Data Analyst,3,120000.0
29,1,2,Data Scientist,6,150000.0
32,0,1,Software Engineer,8,180000.0
33,1,2,Product Manager,11,195000.0
24,0,1,Data Analyst,2,95000.0
27,0,1,Software Engineer,4,160000.0
25,1,1,Data Analyst,2,100000.0
30,1,3,Data Scientist,7,170000.0
31,0,1,Data Analyst,9,190000.0
28,1,1,Software Engineer,5,150000.0
26,0,1,Data Analyst,3,120000.0
29,1,2,Data Scientist,6,150000.0
32,0,1,Software Engineer,8,180000.0
33,1,2,Product Manager,11,195000.0
24,0,1,Data Analyst,2,95000.0
27,0,1,Software Engineer,4,160000.0
25,1,1,Data Analyst,2,100000.0
30,1,3,Data Scientist,7,170000.0
31,0,1,Data Analyst,9,190000.0
28,1,1,Software Engineer,5,150000.0
26,0,1,Data Analyst,3,120000.0
29,1,2,Data Scientist,6,150000.0
32,0,1,Software Engineer,8,180000.0
33,1,2,Product Manager,11,195000.0
24,0,1,Data Analyst,2,95000.0
27,0,1,Software Engineer,4,160000.0
25,1,1,Data Analyst,2,100000.0
30,1,3,Data Scientist,7,170000.0
31,0,1,Data Analyst,9,190000.0
28,1,1,Software Engineer,5,150000.0
26,0,1,Data Analyst,3,120000.0
29,1,2,Data Scientist,6,150000.0
32,0,1,Software Engineer,8,180000.0
33,1,2,Product Manager,11,195000.0
24,0,1,Data Analyst,2,95000.0
27,0,1,Software Engineer,4,160000.0
25,1,1,Data Analyst,2,100000.0
30,1,3,Data Scientist,7,170000.0
31,0,1,Data Analyst,9,190000.0
28,1,1,Software Engineer,5,150000.0
26,0,1,Data Analyst,3,120000.0
29,1,2,Data Scientist,6,150000.0
32,0,1,Software Engineer,8,180000.0
33,1,2,Product Manager,11,195000.0
24,0,1,Data Analyst,2,95000.0
27,0,1,Software Engineer,4,160000.0
25,1,1,Data Analyst,2,100000.0
30,1,3,Data Scientist,7,170000.0
31,0,1,Data Analyst,9,190000.0
28,1,1,Software Engineer,5,150000.0
26,0,1,Data Analyst,3,120000.0
29,1,2,Data Scientist,6,150000.0
32,0,1,Software Engineer,8,180000.0
33,1,2,Product Manager,11,195000.0
24,0,1,Data Analyst,2,95000.0
27,0,1,Software Engineer,4,160000.0
25,1,1,Data Analyst,2,100000.0
30,1,3,Data Scientist,7,170000.0
29,0,1,Software Engineer,7,180000.0
27,1,1,Data Analyst,5,120000.0
33,0,2,Data Scientist,10,195000.0
28,0,1,Software Engineer,4,160000.0
26,1,1,Data Analyst,3,100000.0
31,0,1,Product Manager,8,190000.0
30,0,2,Software Engineer,6,170000.0
32,1,1,Data Scientist,9,185000.0
29,0,1,Data Analyst,7,130000.0
35,1,1,Product Manager,12,190000.0
27,0,1,Software Engineer,5,150000.0
28,1,2,Data Scientist,6,150000.0
37,0,3,Product Manager,14,195000.0
26,0,1,Data Analyst,3,110000.0
30,1,1,Software Engineer,8,180000.0
31,0,2,Data Scientist,9,185000.0
29,1,1,Data Analyst,7,130000.0
32,0,1,Software Engineer,10,190000.0
28,1,2,Data Scientist,6,155000.0
34,0,1,Software Engineer,12,195000.0
25,1,1,Data Analyst,2,90000.0
30,0,1,Product Manager,8,185000.0
29,1,1,Data Analyst,6,120000.0
31,0,1,Software Engineer,9,180000.0
26,1,1,Data Analyst,3,100000.0
33,0,2,Data Scientist,10,195000.0
28,0,1,Software Engineer,4,160000.0
27,1,1,Data Analyst,5,125000.0
30,0,2,Software Engineer,6,170000.0
32,1,1,Data Scientist,9,185000.0
29,0,1,Data Analyst,7,130000.0
35,1,1,Product Manager,12,190000.0
27,0,1,Software Engineer,5,150000.0
28,1,2,Data Scientist,6,150000.0
37,0,3,Product Manager,14,195000.0
26,0,1,Data Analyst,3,110000.0
30,1,1,Software Engineer,8,180000.0
31,0,2,Data Scientist,9,185000.0
29,1,1,Data Analyst,7,130000.0
32,0,1,Software Engineer,10,190000.0
28,1,2,Data Scientist,6,155000.0
34,0,1,Software Engineer,12,195000.0
25,1,1,Data Analyst,2,90000.0
30,0,1,Product Manager,8,185000.0
29,1,1,Data Analyst,6,120000.0
31,0,1,Software Engineer,9,180000.0
26,1,1,Data Analyst,3,100000.0
33,0,2,Data Scientist,10,195000.0
28,0,1,Software Engineer,4,160000.0
27,1,1,Data Analyst,5,125000.0
30,0,2,Software Engineer,6,170000.0
32,1,1,Data Scientist,9,185000.0
29,0,1,Data Analyst,7,130000.0
35,1,1,Product Manager,12,190000.0
27,0,1,Software Engineer,5,150000.0
28,1,2,Data Scientist,6,150000.0
37,0,3,Product Manager,14,195000.0
26,0,1,Data Analyst,3,110000.0
30,1,1,Software Engineer,8,180000.0
31,0,2,Data Scientist,9,185000.0
29,1,1,Data Analyst,7,130000.0
32,0,1,Software Engineer,10,190000.0
28,1,2,Data Scientist,6,155000.0
34,0,1,Software Engineer,12,195000.0
25,1,1,Data Analyst,2,90000.0
30,0,1,Product Manager,8,185000.0
29,1,1,Data Analyst,6,120000.0
31,0,1,Software Engineer,9,180000.0
26,1,1,Data Analyst,3,100000.0
33,0,2,Data Scientist,10,195000.0
28,0,1,Software Engineer,4,160000.0
27,1,1,Data Analyst,5,125000.0
30,0,2,Software Engineer,6,170000.0
32,1,1,Data Scientist,9,185000.0
29,0,1,Data Analyst,7,130000.0
35,1,1,Product Manager,12,190000.0
27,0,1,Software Engineer,5,150000.0
28,1,2,Data Scientist,6,150000.0
37,0,3,Product Manager,14,195000.0
26,0,1,Data Analyst,3,110000.0
30,1,1,Software Engineer,8,180000.0
31,0,2,Data Scientist,9,185000.0
29,1,1,Data Analyst,7,130000.0
32,0,1,Software Engineer,10,190000.0
28,1,2,Data Scientist,6,155000.0
34,0,1,Software Engineer,12,195000.0
25,1,1,Data Analyst,2,90000.0
30,0,1,Product Manager,8,185000.0
29,1,1,Data Analyst,6,120000.0
31,0,1,Software Engineer,9,180000.0
26,1,1,Data Analyst,3,100000.0
33,0,2,Data Scientist,10,195000.0
28,0,1,Software Engineer,4,160000.0
27,1,1,Data Analyst,5,125000.0
30,0,2,Software Engineer,6,170000.0
32,1,1,Data Scientist,9,185000.0
29,0,1,Data Analyst,7,130000.0
35,1,1,Product Manager,12,190000.0
27,0,1,Software Engineer,5,150000.0
28,1,2,Data Scientist,6,150000.0
37,0,3,Product Manager,14,195000.0
26,0,1,Data Analyst,3,110000.0
30,1,1,Software Engineer,8,180000.0
31,0,2,Data Scientist,9,185000.0
29,1,1,Data Analyst,7,130000.0
32,0,1,Software Engineer,10,190000.0
28,1,2,Data Scientist,6,155000.0
34,0,1,Software Engineer,12,195000.0
25,1,1,Data Analyst,2,90000.0
30,0,1,Product Manager,8,185000.0
28,0,1,Senior Software Engineer,7,175000.0
44,0,3,Software Engineer Manager,18,190000.0
33,1,2,Back end Developer,5,110000.0
50,0,3,Senior Project Engineer,16,195000.0
27,1,2,Full Stack Engineer,3,100000.0
25,0,1,Front end Developer,1,60000.0
35,0,2,Senior Software Engineer,8,155000.0
47,1,3,Full Stack Engineer,12,175000.0
46,1,2,Senior Project Engineer,13,180000.0
32,0,1,Back end Developer,4,95000.0
61,0,3,Software Engineer Manager,20,200000.0
41,0,2,Senior Software Engineer,11,165000.0
37,0,2,Senior Project Engineer,9,145000.0
53,0,3,Software Engineer Manager,19,195000.0
30,1,1,Front end Developer,2,75000.0
26,1,2,Back end Developer,3,90000.0
37,1,2,Senior Software Engineer,9,155000.0
32,0,1,Full Stack Engineer,5,115000.0
44,1,2,Senior Software Engineer,12,170000.0
50,1,3,Software Engineer Manager,16,190000.0
